id	document_id	sentence_nr	content	code	title/text	curated/single	dataset
10529	Boff1408_1	1	Die Kreisel sollten besser für Radfahrer gekennzeichnet werden.	mpos	text	single	CQ_B
10530	Boff142_1	1	Verkehrsberuhigung	mpos	text	single	CQ_B
10531	Boff143_1	1	Grüne Pfeil-Regelung führt zu rücksichtlosen Autofahrern.	premise	text	single	CQ_B
10532	Boff143_1	2	Bin mehrfach beinahe angefahren worden	premise	text	single	CQ_B
10533	Boff143_2	1	Winterräumdienst auch für Radwege!!!	mpos	text	single	CQ_B
10534	Boff143_3	1	mangelnde Abstellflächen	premise	text	curated	CQ_B
10535	Boff1446_1	1	Radweg über Viktoriabrücke breiter, sodass Autos nicht so dicht an Radfahrer vorbei fahren	mpos	text	single	CQ_B
10536	Boff1446_2	1	Radwege breit auf beiden Seiten, vor allem auf Seite in Fahrtrichtung rechts zw. Kennedybrücke hin!	mpos	text	single	CQ_B
10537	Boff1446_3	1	Beim Fahrradladen in der Südstadt wenn man von der Reuterstraße kommt & rechts abbiegt, gerät man leicht in die Schienen -> Ausbau des F-wegs.	mpos+premise	text	single	CQ_B
10538	Boff1456_1	1	Da ich jetzt nicht Fahrrad fahre kann ich hierbei leider keide Abgaben machen.	non-arg	text	single	CQ_B
10539	Boff1456_1	2	Als Beobachter möchte ich sagen:	non-arg	text	single	CQ_B
10540	Boff1456_1	3	1. Sollte überall breite Radwege geben!	mpos	text	single	CQ_B
10541	Boff1456_1	4	2. Viel & überall Abstellmöglichkeiten geben	mpos	text	single	CQ_B
10542	Boff1456_1	5	3. Fahrradgerechte Ampel installiert werden	mpos	text	single	CQ_B
10543	Boff1456_1	6	4. Fahrradwegbeleuchtung verbessert werden.	mpos	text	single	CQ_B
10544	Boff1456_1	7	Ich bin früher jahrelang Fahrrad gefahren.	non-arg	text	single	CQ_B
10545	Boff1456_1	8	Jetzt kann ich nicht mehr!	non-arg	text	single	CQ_B
10546	Boff1460_1	1	Radschnellwege aus der Stadt für Berufspendler	mpos	text	single	CQ_B
10547	Boff1460_2	1	gut befahrbare Radunterführungen unter der Bahntrasse	mpos	text	single	CQ_B
10548	Boff1460_3	1	zügige Beseitigung der Verkehrseinschränkungen durch Baustellen, z.B. Viktoriabrücke	mpos	text	single	CQ_B
10549	Boff1479_1	1	Eigenständiger Radweg	mpos	text	single	CQ_B
10550	Boff1483_1	1	Die hinnweise wo in der Stadt Fahrradverbot ist, sollte besser ausgeschildert werden.	mpos	text	single	CQ_B
10551	Boff1484_1	1	Hauptstaßen Innenstadt	non-arg	text	single	CQ_B
10552	Boff149_1	1	Sicherheit!	non-arg	text	single	CQ_B
10553	Boff149_1	2	Seperate Fahrradstreifen auf den Straßen (baulich abgetrennt), Mehr Kontrolle beim Sicherheitsabstand zu Autos oder beim Fehlverhalten von Autofahrern	mpos	text	single	CQ_B
10554	Boff149_2	1	Haltelinie für Radfahrer an Ampeln vor wartenden Autos -> mehr Haltebereiche	mpos	text	single	CQ_B
10555	Boff149_3	1	Abstellmöglichkeiten für Fahrräder -> mehr Fahrradständer, wo man den Rahmen anketten kann	mpos	text	single	CQ_B
10556	Boff1543_1	1	Ich schlage vor, dass die Fahrradwege nicht auf der Autostraße sind wie in Holland	mpos	text	single	CQ_B
10557	Boff1543_2	1	Bei Treppen (z.B. am Hauptbahnhof) fehlen Fahrrah-Helfen	premise	text	single	CQ_B
10558	Boff1543_3	1	Am Bahnhof gibt es zu wenig Fahrrad-Parkplätze und es gibt nicht Dächer für Fahrräder	premise	text	single	CQ_B
10559	Boff1550_1	1	Kostenlose, überdachte u. bewachte Abstellungsmöglichkeit	mpos	text	single	CQ_B
10560	Boff1550_2	1	Bessere Kenntlichmachung von für Radfahrer freigegebenen Einbahnstraßen (für Autofahrer)	mpos	text	single	CQ_B
10561	Boff1550_3	1	Mehr & überdachte Abstellanlagen	mpos	text	single	CQ_B
10562	Boff1553_1	1	Straßenbelag erneuern (da z.Z. viele Schlaglöcher und Unebenheiten sodass Radfahren nur im Stehen erträglich!)	mpos+premise	text	single	CQ_B
10563	Boff1553_2	1	Zusätzliche Fußgänger und Radübergänge auf der Adenauerallee Bonn ermöglichen (Es gibt viele Ampeln für Autos dort, warum nicht auch für Fußgänger-Übergänge?!)	mpos+premise	text	single	CQ_B
10564	Boff1553_3	1	SCHNELLE Radfahr-Wege ermöglichen!	mpos	text	single	CQ_B
10565	Boff1553_3	2	Wenn Radfahrer und Fußgänger gemeinsam auf dem Bürgersteig gehen/ fahren müssen, dann wenigstens auch Radweg markieren, sodass Radfahrer zumindest schneller als Schrittgeschwindigkeit fahren dürfen!	mpos+premise	text	single	CQ_B
10566	Boff1553_3	3	Alternativ Straße zum Radfahren freigeben!	mpos	text	single	CQ_B
10567	Boff1558_1	1	Radwege zu eng, breiter gestalten	mpos+premise	text	single	CQ_B
10568	Boff1558_2	1	Bessere/ sicherere Spuren für Radfahrer	mpos	text	single	CQ_B
10569	Boff1567_1	1	überall gute und sichere Abstellmöglichkeiten für das Rad (zum Anschließen am Rahmen)	mpos	text	single	CQ_B
10570	Boff1567_2	1	Radfahrer noch stärker in den Fokus rücken, Autofahrer sollten noch zu mehr Rücksicht gemahnt werden	mpos	text	single	CQ_B
10571	Boff1567_3	1	Besseren und sichereren Radweg einrichten	mpos	text	single	CQ_B
10572	Boff1568_2	1	extra Fahrradwege um am Hauptbahnhof nicht durch die Unterführung mit den Bussen auf einer Fahrbahn zu fahren	mpos+premise	text	single	CQ_B
10573	Boff1593_1	1	Sichereren Weg durch die Bonner Innenstadt	mpos	text	single	CQ_B
10574	Boff1600_1	1	Zustand der Radwege	non-arg	text	single	CQ_B
10575	Boff1600_2	1	Abstellmöglichkeiten	non-arg	text	single	CQ_B
10576	Boff1600_3	1	Sicherheit gegenüber Autoverkehr	non-arg	text	single	CQ_B
10577	Boff1610_1	1	Radwege auf Bürgersteigniveau erhöhen, damit Autofahrer nicht den Radweg als Fahrbahn nutzen	mpos+premise	text	single	CQ_B
10578	Boff1610_2	1	Auf Radweg Parker härter bestrafen	mpos	text	single	CQ_B
10579	Boff1618_1	1	glatte, ebene Fahrradwege	mpos	text	single	CQ_B
10580	Boff1618_2	1	Aufpump-Stationen	non-arg	text	single	CQ_B
10581	Boff161_1	1	Strasse in reine Radstrasse umwandeln	mpos	text	single	CQ_B
10582	Boff161_2	1	"Bahnunterführung für Fahrräder be-""fahrbar"" machen"	mpos	text	single	CQ_B
10583	Boff161_3	1	Konsequenz falschparkende Autos verfolgen	mpos	text	single	CQ_B
10584	Boff1625_1	1	Auf dem Hügel/ Herman-Wandersleb-Ring unübersichtliche Kennzeichnug	premise	text	single	CQ_B
10585	Boff1625_2	1	Ausbauen der Radwege in der Altstadt	mpos	text	single	CQ_B
10586	Boff1625_3	1	Victoriabrücke fertig bauen	mpos	text	single	CQ_B
10587	Boff1629_1	1	Allgemeine Fahrrad Autobahn in und um Bonn	mpos	text	single	CQ_B
10588	Boff1629_2	1	Fahrradwege am Rhein entlang renovieren und ausbessern	mpos	text	single	CQ_B
10589	Boff1629_3	1	Stadtverkehr bessere Fahrradwege installieren, Auto und Fahrradwege besser konzipieren	mpos	text	single	CQ_B
10590	Boff1632_1	1	Radwege überall sicher machen	mpos	text	single	CQ_B
10591	Boff1632_2	1	Radwege von der Fahrbahn für Autos trennen	mpos	text	single	CQ_B
10592	Boff1636_1	1	Fahrradunterführung nähe Bonn Hauptbahnhof	non-arg	text	single	CQ_B
10593	Boff1660_1	1	bessere Abstellanlaggen	mpos	text	single	CQ_B
10594	Boff1661_1	1	Im Winter die Radwege vom Schnee, Eis befreien	mpos	text	single	CQ_B
10595	Boff1661_2	1	Wenn Radfahrer gegen die Einbahnstraße fahren darf, bitte konkreter, deutlicher, sichtbarer machen -> Straße	mpos	text	single	CQ_B
10596	Boff1661_3	1	Die Beleuchtung der Radwege	non-arg	text	single	CQ_B
10597	Boff1663_1	1	bessere Linksabbiegermöglichkeit	mpos	text	single	CQ_B
10598	Boff1663_2	1	bessere Einfädelung von Radfahrern in den normalen Straßenverkehr nach Ampeln	mpos	text	single	CQ_B
10599	Boff1663_3	1	Parkverbot auf Radwegen	mpos	text	single	CQ_B
10600	Boff1668_1	1	Die Radwege bzw. Fußgänger-W. werden nicht eingehalten auch von Autos	premise	text	single	CQ_B
10601	Boff1668_2	1	bessere Beschilderung	mpos	text	single	CQ_B
10602	Boff1669_1	1	eigener Radweg, kein Radstreifen auf Fahrbahn mehr	mpos	text	single	CQ_B
10603	Boff1669_2	1	Parkverbot für Autos am Straßenrand	mpos	text	single	CQ_B
10604	Boff170_1	1	bessere Ampelschaltungen	mpos	text	single	CQ_B
10605	Boff170_2	1	mehr Abstellmöglichkeiten	mpos	text	single	CQ_B
10606	Boff170_3	1	mehr Fahrradstraßen	mpos	text	single	CQ_B
10607	Boff1722_1	1	getrennter Radbereich, sodass kein Absteigen mehr nötig	mpos	text	single	CQ_B
10608	Boff1722_2	1	Beidseitige Radwege über Viktoriabrücke	mpos	text	single	CQ_B
10609	Boff1722_3	1	Kreuzung schlecht einsehbar für Radfahrer	premise	text	single	CQ_B
10610	Boff1734_2	1	nur sinnvolle Fahrradstraßen: Negativbeispiel Duisdorf	mpos	text	single	CQ_B
10611	Boff1736_1	1	Abstellplätze schaffen	mpos	text	single	CQ_B
10612	Boff1747_1	1	getrennte Fahrradwege	mpos	text	single	CQ_B
10613	Boff1747_2	1	Bessere Fahrradwege in die Stadt hinein/ Fahrrad-Unterführung (nicht mit Auto/ Bus oder nur Fußgänger teilen	mpos	text	single	CQ_B
10614	Boff1748_1	1	Fahrradständer an kulturellen Einrichtungen anbringen	mpos	text	single	CQ_B
10615	Boff1748_2	1	Beleuchtungen für die Abendstunden anbringen	mpos	text	single	CQ_B
10616	Boff1748_3	1	Ampelanlagen an Kreuzungen für Radfahrer anbringen	mpos	text	single	CQ_B
10617	Boff174_1	1	Radwegführung sicherer machen	mpos	text	single	CQ_B
10618	Boff174_2	1	Fußgänger mehr vom Radweg abhalten	mpos	text	single	CQ_B
10619	Boff174_3	1	Falschparker auf Radwegen härter bestrafen	mpos	text	curated	CQ_B
10620	Boff1752_2	1	weniger Schlaglöcher auf Fahrbahnen	mpos	text	single	CQ_B
10621	Boff176_1	1	verbesserte Abstellung	mpos	text	single	CQ_B
10622	Boff1773_1	1	während der Bauphase eindeutig markierte Radwege in beiden Richtungen und Markierungen, wie man z.B. von der Endenicher Str. aus darauf gelangen soll, ohne überfahren zu werden	mpos	text	single	CQ_B
10623	Boff1773_2	1	mehr Fahrradständer mit Anschließmögkichkeit im Bereich d. Innenstadt evtl. Fahrradparkhaus am Bahnhof	mpos	text	single	CQ_B
10624	Boff1773_3	1	Radwege, die nicht auch von Bussen + Autos genutzt werden (also abgetrennt von der Fahrbahn, sodass man z.B. nicht hinter einem haltenden Bus fahren muss -> Anregungen sind schnell in der Stadt Münster zu bekommen	mpos+premise	text	single	CQ_B
10625	Boff177_1	1	allgemein u. Bügersteigabsenkungen	mpos	text	single	CQ_B
10626	Boff177_2	1	bessere Verkehrsführung sichere	mpos	text	single	CQ_B
10627	Boff177_3	1	mehr getrennte Rad/ Fußgängerwege	mpos	text	single	CQ_B
10628	Boff1784_1	1	Eigenen Fahrradweg in der Baustelle auf Wittelsbacherring auf der Brücke.	mpos	text	single	CQ_B
10629	Boff1784_1	2	Brücke wurde für Fahrradfahrer gesperrt, diese sollen Fußweg nutzen.	premise	text	single	CQ_B
10630	Boff1784_1	3	Es gibt aber keine Zuleitung von Straße auf den Fußweg.	premise	text	single	CQ_B
10631	Boff1784_1	4	Zudem Konflike mit Fußgängern.	premise	text	single	CQ_B
10632	Boff1784_2	1	Generell sollten die Über- und Unterquerungsmöglichkeiten der Bahnstrecke für Fahrradfahrer besser gestaltet werden.	mpos	text	single	CQ_B
10633	Boff1784_2	2	Es gibt kaum Möglichkeiten dies sicher und schnell zu überqueren	premise	text	single	CQ_B
10634	Boff1791_2	1	fortgeführte Radwege	non-arg	text	single	CQ_B
10635	Boff1816_1	1	Eigene Radspur/ Radweg	non-arg	text	single	CQ_B
10636	Boff1816_2	1	Radparkplätze	non-arg	text	single	CQ_B
10637	Boff1816_3	1	eigene Unterführung/ Spur	non-arg	text	single	CQ_B
10638	Boff1818_1	1	fehlende Abstellanlagen bzw. sichere -> kostenpflichtige jedoch Bewachte Plätze für Fahrräder	mpos+premise	text	single	CQ_B
10639	Boff1868_1	1	Die Schlaglöscher auf dem Belag der Straße bzw. Fahrradweege ausbessern	mpos	text	single	CQ_B
10640	Boff1868_2	1	Verkehrsführung überarbeiten!	mpos	text	single	CQ_B
10641	Boff1868_2	2	Besser Beschildern	mpos	text	single	CQ_B
10642	Boff1868_3	1	Bessere Beleuchtung für Radwege	mpos	text	single	CQ_B
10643	Boff1874_1	1	"Keine ""aufgemalten"" Fahrradwege mehr einführen"	mpos	text	single	CQ_B
10644	Boff1874_2	1	gemeinsamer Weg von Fahrrad u. Fußgängern -> lieber separat	mpos+premise	text	single	CQ_B
10645	Boff1877_1	1	Straßenschäden ausbessern	mpos	text	single	CQ_B
10646	Boff1877_2	1	eigener Fahrradweg!	mpos	text	single	CQ_B
10647	Boff1877_2	2	Der Bürgersteig, den sich Fußgänger und Radfahrer teilen müssen ist viel zu eng	premise	text	single	CQ_B
10648	Boff1882_1	1	Lückenschluss von bedeutenden Verbindungen	mpos	text	single	CQ_B
10649	Boff1882_2	1	"In ""gemischten"" Bereichen (Fußgänger/ Radfahrer)Streifen f. Radfahrer kennzeichnen"	mpos	text	single	CQ_B
10650	Boff1884_1	1	"Vorfahrt ändern, da das Schild ""rechts hat Vorfahrt"" nicht beachtet wird"	mpos+premise	text	single	CQ_B
10651	Boff1884_2	1	Fahrräder dürfen dort gegen die Einbahnstraße -> Gefährliche Stelle.	premise	text	single	CQ_B
10652	Boff1884_2	2	Gehweg auch für Fahrräder freigeben	mpos	text	single	CQ_B
10653	Boff1884_3	1	Auffahr-Bordstein auf den Fahrradweg absenken, da sonst statt dem Fahrradweg die Straße genutzt wird	mpos+premise	text	single	CQ_B
10654	Boff1886_1	1	Mehr Rücksicht unter den Radfahrern selbst.	mpos	text	single	CQ_B
10655	Boff1886_2	1	Hunde an die Leine!	mpos	text	single	CQ_B
10656	Boff1886_2	2	Immer und überall weil Angst vor Hunden	mpos+premise	text	single	CQ_B
10657	Boff1903_1	1	Endenicher Straße größerer/ breiterer Fahrradstreifen	mpos	text	single	CQ_B
10658	Boff1913_2	1	Abgrenzung zu Autos	non-arg	text	single	CQ_B
10659	Boff1913_3	1	Abstellplätze	non-arg	text	single	CQ_B
10660	Boff1917_1	1	getrennte Bahnen für Radler u. Fußgänger auf häufig befahrenen Wegen	mpos	text	single	CQ_B
10661	Boff1917_2	1	Geschwindigkeitsbegrenzung für Rennradler innerhalb der Stadt zum Schutz von Kindern und Senioren	mpos	text	single	CQ_B
10662	Boff192_1	1	Fahradparkplätze	mpos	text	single	CQ_B
10663	Boff192_2	1	breitere Fahrradstraßen	mpos	text	single	CQ_B
10664	Boff1932_1	1	Radwege könnten etwas besser ausgeschildert sein, bzw. Schilder die die Richtung zum Stadtzentrum hinweisen	mpos	text	single	CQ_B
10665	Boff1940_1	1	Radwege erneuern da sehr viele holprig und uneben sind	mpos+premise	text	single	CQ_B
10666	Boff1955_1	1	der Fahrradweg zu eng - sehr gefährlich für Autos und für Fahrradfahrer	mpos	text	single	CQ_B
10667	Boff1956_1	1	Fahrradstraße von Duisdorf nach Bonn neben der Bahnstrecke S23	mpos	text	single	CQ_B
10668	Boff1956_2	1	Radwege + Fußwege besser trennen	mpos	text	single	CQ_B
10669	Boff1980_1	1	Bessere Trennung von Radweg und Fußweg	mpos	text	single	CQ_B
10670	Boff1980_2	1	Fahrradstreifen um Bertha von Suttner Platz, verlegen, damit man nicht mehr zw. Geradeaus- und Abbiegespur fährt	mpos+premise	text	single	CQ_B
10671	Boff1992_1	1	gesamte Quantiusstraße hinter Bahnhof sicher umahren, damit Fahrradwege frei bleiben, Autos nicht schneller als 30 Std.Km. fahren	mpos	text	single	CQ_B
10672	Boff1992_2	1	Kontrollen wegen Autoraser, Falschparker	mpos	text	single	CQ_B
10673	Boff1992_3	1	die Streßen und Wege sicher machen, Kontrollen einsetzen, damit Raser sich nicht noch mehr ausbreiten.	mpos	text	single	CQ_B
10674	Boff1998_1	1	Einrichtung von evtl. Fahrradstraßen	mpos	text	single	CQ_B
10675	Boff1998_2	1	Fahrradschnellstraßen	non-arg	text	single	CQ_B
10676	Boff200_2	1	Möglichkeiten durch die Stadt von Nord nach Süd und von Süd nach Nord zu fahren	mpos	text	single	CQ_B
10677	Boff202_1	1	Sau.. [?] Radwege, keine Autos der Polizei für Geschwindigk.-kontr. AUF Radwege, keine Glas-Behälter (Recycling) am Radweg, höhere Strafen/ [?] von Parkern auf Radweg	mpos+premise	text	curated	CQ_B
10678	Boff202_2	1	Stärkere Markierung Radwege, mehr Abstellmöglichkeiten	mpos	text	single	CQ_B
10679	Boff202_3	1	"geschlossenes Radwege-System durch Bonn, Rad-""Autobahn"" für zügiges Fahren (Vorbild andere Städte, Schweiz), Ampelschaltung-Reihenfolge 1. Fußgänger 2. Radfahrer 3. Autos"	mpos	text	single	CQ_B
